"date","worklist_num","type","level","expected_concentration","result_concentration","result_area","internal_standard_area"
"2018-12-05",18,"Sample",NA,NA,814.688410373426,635.642136345683,93.6272756433582
"2018-12-05",19,"Sample",NA,NA,932.677411594389,754.648649371487,97.0944903337714
"2018-12-05",20,"Sample",NA,NA,1090.40202272847,810.471783913945,89.1933544164861
"2018-12-12",1,"CAL",CAL1,20,20.1365216517009,23.6002516147952,140.641479335941
"2018-12-12",2,"CAL",CAL2,50,53.4454730287507,60.5137612435834,135.870279327936
"2018-12-12",3,"CAL",CAL3,120,123.343817611638,134.881336234487,131.224739606335
"2018-12-12",4,"CAL",CAL4,240,215.13039376062,232.808662976914,129.860960456921
"2018-12-12",5,"CAL",CAL5,500,491.958254033656,547.918032847111,133.649884726103
"2018-12-12",6,"CAL",CAL6,1000,988.97635273947,1125.09958617144,136.516864095476
"2018-12-12",7,"CAL",CAL7,2000,1865.57117033092,2122.3350588862,136.515942740029
"2018-12-12",8,"CAL",CAL8,8000,8044.11117591872,8247.46525498486,123.033584314571
"2018-12-12",9,"Sample",NA,NA,84.1582232988389,96.0534127134917,136.961179476065
"2018-12-12",10,"Sample",NA,NA,76.7922927953744,77.9835523392878,121.861529849754
"2018-12-12",11,"Sample",NA,NA,49.7773928569818,52.23230435492,125.91813598191
"2018-12-12",12,"Sample",NA,NA,49.0877943825095,54.3766180176901,132.929055872345
"2018-12-12",13,"Sample",NA,NA,110.003807210577,135.759669711266,148.096332103908
"2018-12-12",14,"Sample",NA,NA,141.67084522593,136.792475347946,115.867855630956
"2018-12-12",15,"Sample",NA,NA,56.6000489728591,57.7034929780748,122.339455230673
"2018-12-12",16,"Sample",NA,NA,910.2538278588,1036.91056557133,136.697329975812
"2018-12-12",17,"Sample",NA,NA,1177.55964483909,1295.53760337169,132.022622451407
"2018-12-12",18,"Sample",NA,NA,1292.12314375733,1332.44434545769,123.744646342278
"2018-12-12",19,"Sample",NA,NA,1503.85630239303,1746.39923696115,139.353679006339
"2018-12-12",20,"Sample",NA,NA,1309.96678663387,1423.35232758247,130.386725108347
"2018-12-19",1,"CAL",CAL1,20,22.2028418772075,19.0249096689863,102.824186782233
"2018-12-19",2,"CAL",CAL2,50,48.7521858014781,38.8512361241757,95.6295242614483
"2018-12-19",3,"CAL",CAL3,120,122.918976707618,94.298868167873,92.0595377804137
"2018-12-19",4,"CAL",CAL4,240,242.909111665947,218.042219435612,107.71545848085
"2018-12-19",5,"CAL",CAL5,500,491.154155907072,350.499811188945,85.6349820862175
"2018-12-19",6,"CAL",CAL6,1000,1047.81431830165,854.064886420841,97.8110191666576
"2018-12-19",7,"CAL",CAL7,2000,1947.72886547127,1668.71257586194,102.80974557256
"2018-12-19",8,"CAL",CAL8,8000,8058.79835626768,6335.35668950098,94.336992828322
"2018-12-19",9,"Sample",NA,NA,46.1633012203313,37.8808451345756,98.470024802885
"2018-12-19",10,"Sample",NA,NA,86.6091908387185,70.5161351241895,97.7025201708714
"2018-12-19",11,"Sample",NA,NA,89.6742504525342,72.0937547628407,96.4741888321678
"2018-12-19",12,"Sample",NA,NA,61.6584745044671,48.5754321170151,94.5377241472218
"2018-12-19",13,"Sample",NA,NA,66.2568566318064,55.1236689449271,99.8363129441886
"2018-12-19",14,"Sample",NA,NA,65.7113920075219,50.910447421826,92.9709979347236
"2018-12-19",15,"Sample",NA,NA,56.564617497974,47.2761067359121,100.294725912584
"2018-12-19",16,"Sample",NA,NA,1299.71721166606,1208.5968241632,111.587057244301
"2018-12-19",17,"Sample",NA,NA,868.435861669481,703.703656937044,97.2373926038813
"2018-12-19",18,"Sample",NA,NA,897.602890681929,765.565689454112,102.348024597714
"2018-12-19",19,"Sample",NA,NA,1084.63186802894,894.298669783878,98.9421789432448
"2018-12-19",20,"Sample",NA,NA,772.74984869983,619.581053789087,96.2144820601203
"2018-12-26",1,"CAL",CAL1,20,20.3204121681124,15.7269304604698,92.8736897481781
"2018-12-26",2,"CAL",CAL2,50,52.5414373221109,42.3792129111719,96.7903774341648
"2018-12-26",3,"CAL",CAL3,120,127.094050846513,81.1096481735552,76.5823240033556
"2018-12-26",4,"CAL",CAL4,240,239.295489020257,166.831261889507,83.6612152979034
"2018-12-26",5,"CAL",CAL5,500,492.000491841144,348.649271586229,85.036322695092
"2018-12-26",6,"CAL",CAL6,1000,954.833102205227,680.251795371234,85.4916060786117
"2018-12-26",7,"CAL",CAL7,2000,1959.91839355012,1428.40545547047,87.4570365891478
"2018-12-26",8,"CAL",CAL8,8000,7642.74537815123,5197.96315751862,81.6140729593584
"2018-12-26",9,"Sample",NA,NA,55.2221009849672,34.8016432022649,75.6254671550554
"2018-12-26",10,"Sample",NA,NA,63.9903039947504,48.994274033464,91.8781833650612
"2018-12-26",11,"Sample",NA,NA,41.809052005473,30.3621787347188,87.1452777185503
"2018-12-26",12,"Sample",NA,NA,32.6316420397563,21.5072970075516,79.0911973648711
"2018-12-26",13,"Sample",NA,NA,67.8492156251137,46.5228153121358,82.2815383497212
"2018-12-26",14,"Sample",NA,NA,59.4645898900893,45.0705966334523,90.9528108410562
"2018-12-26",15,"Sample",NA,NA,81.4349373758274,62.078179733307,91.4764818153844
"2018-12-26",16,"Sample",NA,NA,1403.35838936002,979.940690885159,83.7939073851586
"2018-12-26",17,"Sample",NA,NA,1154.32583605693,800.337488000365,83.2005102546343
"2018-12-26",18,"Sample",NA,NA,792.312068633271,546.410406391265,82.7568471600565
"2018-12-26",19,"Sample",NA,NA,1443.80296978414,881.392766704289,73.2559318812924
"2018-12-26",20,"Sample",NA,NA,622.545846438354,454.537457017163,87.6152256964109
"2019-01-02",1,"CAL",CAL1,20,21.1055102508113,14.1491552551132,80.4481204404103
"2019-01-02",2,"CAL",CAL2,50,46.9889523811465,29.6974439317167,75.8410879838188
"2019-01-02",3,"CAL",CAL3,120,114.472404180228,69.257943368541,72.6022421188948
"2019-01-02",4,"CAL",CAL4,240,239.629026191018,151.608672387417,75.9216901878474
"2019-01-02",5,"CAL",CAL5,500,515.880037498529,294.689664103494,68.5484165347649
"2019-01-02",6,"CAL",CAL6,1000,1050.64399641551,674.798357063985,77.0725413403057
"2019-01-02",7,"CAL",CAL7,2000,2025.01100524346,1240.86737479858,73.5324818434396
"2019-01-02",8,"CAL",CAL8,8000,8078.91960169435,5566.62414531628,82.6836916780133
"2019-01-02",9,"Sample",NA,NA,102.070001385068,69.0720866064812,81.2055479602479
"2019-01-02",10,"Sample",NA,NA,51.3953224246886,31.6917776345942,73.995319743815
"2019-01-02",11,"Sample",NA,NA,91.7656855581497,59.160304389047,77.3626490501946
"2019-01-02",12,"Sample",NA,NA,83.7252593558986,53.2994014372204,76.3918585821119
"2019-01-02",13,"Sample",NA,NA,94.4361534685267,63.1745104742272,80.2758369381681
"2019-01-02",14,"Sample",NA,NA,84.6222950995564,54.3397989261188,77.0574216104952
"2019-01-02",15,"Sample",NA,NA,63.9940888697314,42.7177836294709,80.10324275374
"2019-01-02",16,"Sample",NA,NA,1089.08266431042,704.339779299426,77.6073077698356
"2019-01-02",17,"Sample",NA,NA,403.463259931471,251.853497670875,74.9074890378825
"2019-01-02",18,"Sample",NA,NA,1389.42286185332,966.15757505583,83.4439335855255
"2019-01-02",19,"Sample",NA,NA,1107.39481821997,659.182344771524,71.4306045785289
"2019-01-02",20,"Sample",NA,NA,1371.05379780596,808.346887099871,70.7496865602298
"2019-01-09",1,"CAL",CAL1,20,19.3298903057999,17.0604137069781,105.911084462962
"2019-01-09",2,"CAL",CAL2,50,47.1189509831415,39.7720468991266,101.289301402376
"2019-01-09",3,"CAL",CAL3,120,116.696973177411,92.0607787832757,94.6664952243295
"2019-01-09",4,"CAL",CAL4,240,221.09861052631,192.578026628616,104.520617024339
"2019-01-09",5,"CAL",CAL5,500,524.61656725142,444.639185593047,101.706094702104
"2019-01-09",6,"CAL",CAL6,1000,981.316681828108,894.155222964016,109.341488576138
"2019-01-09",7,"CAL",CAL7,2000,1922.94366779671,1743.24449831361,108.785994775042
"2019-01-09",8,"CAL",CAL8,8000,8251.35130577096,7411.82169781897,107.790660072396
"2019-01-09",9,"Sample",NA,NA,132.914276750724,119.544044154442,107.928851957996
"2019-01-09",10,"Sample",NA,NA,72.7860693139025,66.1549238614827,109.067448458322
"2019-01-09",11,"Sample",NA,NA,76.2647649367573,64.1383863330509,100.919557889525
"2019-01-09",12,"Sample",NA,NA,96.8812925620052,85.7213064573195,106.176915097358
"2019-01-09",13,"Sample",NA,NA,66.4476863273252,57.4580397401223,103.76530997407
"2019-01-09",14,"Sample",NA,NA,74.0245557630625,61.7919653571347,100.169947207656
"2019-01-09",15,"Sample",NA,NA,95.8152387975575,79.1935669983264,99.182845641892
"2019-01-09",16,"Sample",NA,NA,1465.83411243306,1240.35991618293,101.541633312718
"2019-01-09",17,"Sample",NA,NA,1207.48382374574,1027.39429437269,102.102664151866
"2019-01-09",18,"Sample",NA,NA,872.504372961007,775.347718973527,106.637547226347
"2019-01-09",19,"Sample",NA,NA,883.27259068572,751.606510028448,102.112057086922
"2019-01-09",20,"Sample",NA,NA,360.669963148462,308.623661316489,102.683458957002
"2019-01-16",1,"CAL",CAL1,20,21.3825486593605,18.171985579162,101.982149286252
"2019-01-16",2,"CAL",CAL2,50,48.456402431315,36.6646664206282,90.7983207525954
"2019-01-16",3,"CAL",CAL3,120,122.576014513833,102.714407868442,100.555797911198
"2019-01-16",4,"CAL",CAL4,240,242.039477367643,210.458703983213,104.342666546188
"2019-01-16",5,"CAL",CAL5,500,498.601469197373,438.157596229006,105.45278101992
"2019-01-16",6,"CAL",CAL6,1000,1015.39373522633,844.646185949833,99.8209254180478
"2019-01-16",7,"CAL",CAL7,2000,1917.82021032913,1462.44465708897,91.506679252566
"2019-01-16",8,"CAL",CAL8,8000,7889.7412913951,6418.388218334,97.621272707649
"2019-01-16",9,"Sample",NA,NA,65.9780209643478,49.7901493044061,90.5577013253749
"2019-01-16",10,"Sample",NA,NA,78.5232422893016,65.5470083584224,100.169590221854
"2019-01-16",11,"Sample",NA,NA,37.175773561598,30.934441999466,99.8535520393445
"2019-01-16",12,"Sample",NA,NA,85.6213336345277,72.474662381424,101.574679073484
"2019-01-16",13,"Sample",NA,NA,60.3693925471005,53.0592366240742,105.469147961382
"2019-01-16",14,"Sample",NA,NA,86.0035746809392,72.6694961419397,101.395082348425
"2019-01-16",15,"Sample",NA,NA,80.6426305436836,71.0843709404946,105.77686337053
"2019-01-16",16,"Sample",NA,NA,654.579177928563,528.675303388693,96.918812186181
"2019-01-16",17,"Sample",NA,NA,758.774823063197,642.547342253252,101.618660407197
"2019-01-16",18,"Sample",NA,NA,1276.21825014209,1118.24133971154,105.145777965834
"2019-01-16",19,"Sample",NA,NA,475.394547394113,451.676916263895,114.013150232313
"2019-01-16",20,"Sample",NA,NA,1502.56670793181,1207.27037451051,96.4166477112148
"2019-01-23",1,"CAL",CAL1,20,20.5773842189478,17.7611788717796,103.576890139953
"2019-01-23",2,"CAL",CAL2,50,51.3355933147816,46.615844708044,108.967307159856
"2019-01-23",3,"CAL",CAL3,120,120.199507206978,103.701976651007,103.529852054156
"2019-01-23",4,"CAL",CAL4,240,245.990257576301,217.991987814307,106.341766521395
"2019-01-23",5,"CAL",CAL5,500,480.25482472637,387.178052250898,96.7431535884715
"2019-01-23",6,"CAL",CAL6,1000,875.696345333656,750.573913334144,102.853997370264
"2019-01-23",7,"CAL",CAL7,2000,2096.87295512281,1767.82606556491,101.169280356026
"2019-01-23",8,"CAL",CAL8,8000,8165.87054090234,7426.32964160566,109.13221713826
"2019-01-23",9,"Sample",NA,NA,102.876049611179,89.4606527776814,104.351580118948
"2019-01-23",10,"Sample",NA,NA,100.656803617394,89.0843416052621,106.203660442721
"2019-01-23",11,"Sample",NA,NA,23.1331543184922,19.0784270686021,98.9666699453147
"2019-01-23",12,"Sample",NA,NA,56.6732322041658,52.0620710365193,110.236319359302
"2019-01-23",13,"Sample",NA,NA,62.2752240945125,56.4151595172109,108.708065534875
"2019-01-23",14,"Sample",NA,NA,71.0856234055602,63.4643449075628,107.134481264349
"2019-01-23",15,"Sample",NA,NA,95.7715848862861,86.9111052380998,108.897985148259
"2019-01-23",16,"Sample",NA,NA,885.966719982524,812.553938246701,110.05658608884
"2019-01-23",17,"Sample",NA,NA,699.791783255117,651.201676612679,111.667788995792
"2019-01-23",18,"Sample",NA,NA,1062.73704428489,1000.10773032492,112.928149333258
"2019-01-23",19,"Sample",NA,NA,1096.51251974199,886.192523447421,96.9830265492206
"2019-01-23",20,"Sample",NA,NA,905.025905245183,813.193310638651,107.823650915497
"2019-01-30",1,"CAL",CAL1,20,20.1981644219815,13.4032234540069,79.6303456531146
"2019-01-30",2,"CAL",CAL2,50,45.9378172706007,33.4165704785301,87.2916628537753
"2019-01-30",3,"CAL",CAL3,120,117.188992115298,81.9616315954968,83.9276421268553
"2019-01-30",4,"CAL",CAL4,240,258.203027707186,176.461425176204,82.0105449931374
"2019-01-30",5,"CAL",CAL5,500,491.994007440889,362.139491469336,88.3277810686372
"2019-01-30",6,"CAL",CAL6,1000,1025.13449970774,726.547447315369,85.0480534044072
"2019-01-30",7,"CAL",CAL7,2000,1964.19410671658,1613.52955395337,98.5765845708966
"2019-01-30",8,"CAL",CAL8,8000,7485.01237061367,4890.88371159258,78.4108317169009
"2019-01-30",9,"Sample",NA,NA,20.3479624785678,14.0731290158671,82.9948199326006
"2019-01-30",10,"Sample",NA,NA,84.5800903296266,62.4512347673358,88.6041637325523
"2019-01-30",11,"Sample",NA,NA,76.4615086284874,54.0288396407007,84.7937854376644
"2019-01-30",12,"Sample",NA,NA,47.7462447819058,36.181152083128,90.9336068167759
"2019-01-30",13,"Sample",NA,NA,52.6398354496538,38.8344211911958,88.5285925219232
"2019-01-30",14,"Sample",NA,NA,69.8952454420278,49.9021054527832,85.6746781052616
"2019-01-30",15,"Sample",NA,NA,103.793860885309,81.1096394644796,93.7739154581849
"2019-01-30",16,"Sample",NA,NA,643.56099472846,471.332300605833,87.885804975742
"2019-01-30",17,"Sample",NA,NA,1150.31339123232,801.292743965494,83.5903763346174
"2019-01-30",18,"Sample",NA,NA,1006.58941896131,715.047361986287,85.2439751720186
"2019-01-30",19,"Sample",NA,NA,1106.076263376,782.969594768427,84.9456357425436
"2019-01-30",20,"Sample",NA,NA,829.963051112414,598.717014848145,86.5653497291004
"2019-02-06",1,"CAL",CAL1,20,20.4574955017813,18.5716685206609,108.938077111407
"2019-02-06",2,"CAL",CAL2,50,50.4820417425127,49.3291782173145,117.259547786727
"2019-02-06",3,"CAL",CAL3,120,123.63583908002,106.349364850132,103.221880297637
"2019-02-06",4,"CAL",CAL4,240,260.079223195556,235.295189800797,108.564699744835
"2019-02-06",5,"CAL",CAL5,500,549.200964209846,480.813484322337,105.057386783164
"2019-02-06",6,"CAL",CAL6,1000,928.971903702393,930.187066973155,120.15696878658
"2019-02-06",7,"CAL",CAL7,2000,1878.71336754636,1805.33754932793,115.313229607925
"2019-02-06",8,"CAL",CAL8,8000,8034.73504859907,7582.47158352483,113.245375798873
"2019-02-06",9,"Sample",NA,NA,65.4756948341053,60.1044099571507,110.15582519792
"2019-02-06",10,"Sample",NA,NA,21.7797584237905,21.866246745912,120.47652496656
"2019-02-06",11,"Sample",NA,NA,55.4274791381772,53.2746523509053,115.339149128024
"2019-02-06",12,"Sample",NA,NA,102.823563836184,103.596213053771,120.901718464633
"2019-02-06",13,"Sample",NA,NA,63.0100785688488,60.4829495101633,115.187190780743
"2019-02-06",14,"Sample",NA,NA,131.468549878365,129.836704885866,118.510507651594
"2019-02-06",15,"Sample",NA,NA,44.3519055335607,41.0312578109141,111.01554438476
"2019-02-06",16,"Sample",NA,NA,1005.91929576879,925.487404592928,110.404968885972
"2019-02-06",17,"Sample",NA,NA,1193.74195493061,1174.77562447779,118.09342408974
"2019-02-06",18,"Sample",NA,NA,834.951671833364,790.700089589766,113.640123077337
"2019-02-06",19,"Sample",NA,NA,1488.78730836681,1371.87303928533,110.57641597901
"2019-02-06",20,"Sample",NA,NA,846.764244180562,779.874828428259,110.520702845638
"2019-02-13",1,"CAL",CAL1,20,20.6525806520504,13.0064200504886,75.5726575944241
"2019-02-13",2,"CAL",CAL2,50,49.2662039897283,32.9007344096582,80.1378594133644
"2019-02-13",3,"CAL",CAL3,120,116.175801475344,76.6569268080285,79.1802690417911
"2019-02-13",4,"CAL",CAL4,240,249.671484391874,161.527370220489,77.6351551466544
"2019-02-13",5,"CAL",CAL5,500,487.668354997332,311.591169173897,76.6728862303813
"2019-02-13",6,"CAL",CAL6,1000,1012.28524315729,631.883074377623,74.9057337720499
"2019-02-13",7,"CAL",CAL7,2000,1954.94968902209,1269.51864033823,77.9264232200232
"2019-02-13",8,"CAL",CAL8,8000,7904.18025639161,4913.36801671603,74.5939671010347
"2019-02-13",9,"Sample",NA,NA,87.9701953727877,54.8800679694022,74.8618111898092
"2019-02-13",10,"Sample",NA,NA,57.0160910470852,38.3357308903303,80.6840248490661
"2019-02-13",11,"Sample",NA,NA,43.7094628957994,27.209979930253,74.7023041535509
"2019-02-13",12,"Sample",NA,NA,23.2705083358807,14.2340758890306,73.4014522600684
"2019-02-13",13,"Sample",NA,NA,111.300332272509,70.3746322801831,75.8753878015857
"2019-02-13",14,"Sample",NA,NA,12.226562078425,7.7778346636416,76.3370891711224
"2019-02-13",15,"Sample",NA,NA,93.8197697999026,59.3848695539566,75.9561056446142
"2019-02-13",16,"Sample",NA,NA,880.643368723481,526.862662114724,71.7924209721937
"2019-02-13",17,"Sample",NA,NA,1146.43171101723,687.802126622664,71.9940441297507
"2019-02-13",18,"Sample",NA,NA,643.104937960467,391.20476047822,72.9967513641951
"2019-02-13",19,"Sample",NA,NA,1225.51784355158,785.896209996914,76.9532207922195
"2019-02-13",20,"Sample",NA,NA,853.395115892142,606.422005328183,85.2719206897585
"2019-02-20",1,"CAL",CAL1,20,19.1583089479956,18.3860617344274,115.162951705199
"2019-02-20",2,"CAL",CAL2,50,49.7473856351088,47.6215282503258,114.872034320655
"2019-02-20",3,"CAL",CAL3,120,123.554316022885,109.994024616286,106.829800680613
"2019-02-20",4,"CAL",CAL4,240,241.700393152547,233.285772749548,115.822288763417
"2019-02-20",5,"CAL",CAL5,500,535.482750157379,460.9266129058,103.292204151189
"2019-02-20",6,"CAL",CAL6,1000,894.527244213188,858.806136903963,115.208046591273
"2019-02-20",7,"CAL",CAL7,2000,1994.38492859859,1851.33281698271,111.392708023537
"2019-02-20",8,"CAL",CAL8,8000,8535.89686742151,8076.42162524115,113.540569911045
"2019-02-20",9,"Sample",NA,NA,67.2736871260602,61.2422580996845,109.24138821455
"2019-02-20",10,"Sample",NA,NA,70.5126070773839,66.2087440107237,112.675585410813
"2019-02-20",11,"Sample",NA,NA,71.0356059896071,67.809501691842,114.550162410264
"2019-02-20",12,"Sample",NA,NA,55.8720360770862,55.4416039218434,119.07553290956
"2019-02-20",13,"Sample",NA,NA,47.9468008297849,46.1371067306144,115.470744905976
"2019-02-20",14,"Sample",NA,NA,77.9335827288308,72.468815481434,111.585500797912
